DB Version;Assembly Accession;Chromosome/Plasmid Name;Chromosome/Plasmid Xref;PGD Gene ID;Locus Tag;Feature Type;Start;End;Strand;Gene Name;Gene synonyns;Product Name;Product Name Confidence Class;Product Synonyms;RefSeq Accession;Length (nucleotides);Length (amino acids);Ortholog Group ID;ortholog_fragment?;Putative Inparalog Locus Tag;Putative Inparalog Name;Putative Inparalog Accession;Percent Identity;Alignment Length
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667426;PSPA7_2318;CDS;2372556;2373995;-;;;outer membrane protein;;;WP_012075272.1;1440;480;POG002731;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667428;PSPA7_2319;CDS;2373992;2375050;-;;;putative secretion protein;;;WP_012075273.1;1059;353;POG001189;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667430;PSPA7_2320;CDS;2375062;2376696;-;;;major facilitator transporter;;;WP_012075274.1;1635;545;POG002732;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667432;PSPA7_2321;CDS;2376845;2377804;-;;;putative transcriptional regulator;;;WP_003158055.1;960;320;POG002733;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667434;PSPA7_2322;CDS;2377933;2378379;+;;;hypothetical protein;;;WP_012075275.1;447;149;POG002734;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667436;PSPA7_2323;CDS;2378434;2379090;+;tpm;;thiopurine S-methyltransferase;;;WP_003156222.1;657;219;POG002735;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667438;PSPA7_2324;CDS;2379122;2380249;-;;;zinc carboxypeptidase domain-containing protein;;;WP_012075276.1;1128;376;POG002736;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667440;PSPA7_2325;CDS;2380390;2381265;-;htpX;;heat shock protein HtpX;;;WP_003090915.1;876;292;POG002737;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667442;PSPA7_2326;CDS;2381399;2381851;-;;;hypothetical protein;;;WP_012075277.1;453;151;POG002738;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667444;PSPA7_2327;CDS;2381904;2383115;-;;;aminotransferase AlaT;;;WP_012075278.1;1212;404;POG002739;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667446;PSPA7_2328;CDS;2383300;2383698;+;;;methionine sulfoxide reductase B;;;WP_003154987.1;399;133;POG002740;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667448;PSPA7_2329;CDS;2383812;2384297;+;;;putative glutathione peroxidase;;;WP_012075279.1;486;162;POG002741;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667450;PSPA7_2330;CDS;2384294;2384785;+;;;MarR family transcriptional regulator;;;WP_003154983.1;492;164;POG002742;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667452;PSPA7_2331;CDS;2384927;2387266;-;;;sensor histidine kinase/response regulator;;;YP_001347701.1;2340;780;POG002178;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667454;PSPA7_2332;CDS;2387391;2388281;+;;;hypothetical protein;;;WP_003154981.1;891;297;POG002743;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667456;PSPA7_2333;CDS;2388278;2388760;+;;;sensor protein;;;WP_003154978.1;483;161;POG002744;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667458;PSPA7_2334;CDS;2388800;2389462;-;;;glutathione S-transferase;;;WP_012075281.1;663;221;POG002745;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667460;PSPA7_2335;CDS;2389523;2390296;-;;;hypothetical protein;;;WP_003154972.1;774;258;POG002746;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667468;PSPA7_2339;CDS;2391292;2392872;+;;;aminoglycoside response regulator;;;WP_012075282.1;1581;527;POG005131;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667470;PSPA7_2340;CDS;2392994;2393404;-;;;hypothetical protein;;;WP_003157389.1;411;137;POG002755;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667472;PSPA7_2341;CDS;2393462;2393842;-;;;hypothetical protein;;;WP_003157388.1;381;127;POG002756;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667474;PSPA7_2342;CDS;2393954;2396401;-;fadE;;acyl-CoA dehydrogenase;;;WP_003157387.1;2448;816;POG002757;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667476;PSPA7_2343;CDS;2396554;2397150;+;;;transglutaminase domain-containing protein;;;WP_003157386.1;597;199;POG002758;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667478;PSPA7_2344;CDS;2397218;2397838;+;;;glutathione S-transferase;;;WP_003157385.1;621;207;POG002745;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667480;PSPA7_2345;CDS;2397914;2398846;+;;;ABC transporter ATP-binding protein;;;WP_003157384.1;933;311;POG002759;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667482;PSPA7_2346;CDS;2398843;2399622;+;;;ABC transporter;;;WP_003122535.1;780;260;POG002760;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667484;PSPA7_2347;CDS;2399669;2401000;-;;;putative two-component sensor;;;WP_012075283.1;1332;444;POG001355;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667486;PSPA7_2348;CDS;2400997;2401683;-;;;putative two-component response regulator;;;YP_001347715.1;687;229;POG001354;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667488;PSPA7_2349;CDS;2401802;2401993;+;;;hypothetical protein;;;WP_003152594.1;192;64;POG002761;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667490;PSPA7_2350;CDS;2402240;2402788;+;;;hypothetical protein;;;WP_012075285.1;549;183;POG002762;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667492;PSPA7_2351;CDS;2402905;2403735;+;queF;;7-cyano-7-deazaguanine reductase;;;WP_012075286.1;831;277;POG002763;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667494;PSPA7_2352;CDS;2403802;2404065;-;;;hypothetical protein;;;WP_003090878.1;264;88;POG002764;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667496;PSPA7_2353;CDS;2404138;2404719;-;;;hypothetical protein;;;WP_012075287.1;582;194;POG002765;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667498;PSPA7_2354;CDS;2404716;2405459;-;;;hypothetical protein;;;WP_003152601.1;744;248;POG002766;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667500;PSPA7_2355;CDS;2405593;2406312;+;;;putative transcriptional regulator;;;WP_003152603.1;720;240;POG002767;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667502;PSPA7_2356;CDS;2406314;2406718;-;;;hypothetical protein;;;WP_003152605.1;405;135;POG002768;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667504;PSPA7_2357;CDS;2406821;2407525;+;;;hypothetical protein;;;WP_003152607.1;705;235;POG002769;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667506;PSPA7_2358;CDS;2407586;2407885;-;;;hypothetical protein;;;WP_003152609.1;300;100;POG002770;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667508;PSPA7_2359;CDS;2408132;2409316;+;;;putative two-component response regulator;;;WP_003152610.1;1185;395;POG002771;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667510;PSPA7_2360;CDS;2409313;2409795;+;;;hypothetical protein;;;WP_003152612.1;483;161;POG002772;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667512;PSPA7_2361;CDS;2409879;2410802;-;tal;;transaldolase B;;;WP_012075288.1;924;308;POG002773;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667514;PSPA7_2362;CDS;2410881;2411885;-;;;tRNA-dihydrouridine synthase A;;;WP_012075289.1;1005;335;POG002774;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667516;PSPA7_2363;CDS;2411989;2413095;+;;;phage integrase family site specific recombinase;;;WP_012075290.1;1107;369;POG019961;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667518;PSPA7_2364;CDS;2413105;2413389;-;;;hypothetical protein;;;WP_012075291.1;285;95;POG019229;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667522;PSPA7_2366;CDS;2413677;2413814;+;;;hypothetical protein;;;YP_001347733.1;138;46;POG024066;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667524;PSPA7_2367;CDS;2413847;2413969;-;;;hypothetical protein;;;YP_001347734.1;123;41;POG024067;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667526;PSPA7_2368;CDS;2413954;2415183;-;;;hypothetical protein;;;YP_001347735.1;1230;410;POG013717;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667528;PSPA7_2369;CDS;2415233;2415739;-;;;hypothetical protein;;;WP_012075296.1;507;169;POG013718;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667530;PSPA7_2370;CDS;2415736;2416101;-;;;hypothetical protein;;;WP_012075297.1;366;122;POG024068;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667532;PSPA7_2371;CDS;2416098;2416670;-;;;hypothetical protein;;;WP_012075298.1;573;191;POG024069;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667534;PSPA7_2372;CDS;2416667;2417338;-;;;hypothetical protein;;;YP_001347739.1;672;224;POG014251;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667536;PSPA7_2373;CDS;2417651;2418100;-;;;hypothetical protein;;;WP_012075300.1;450;150;POG014423;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667538;PSPA7_2374;CDS;2418097;2420007;-;;;C-5 cytosine-specific DNA methylase;;;WP_012075301.1;1911;637;POG013721;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667540;PSPA7_2375;CDS;2420133;2421044;+;pumA;;PumA;Class 1;"PumA ; hypothetical protein";WP_012075302.1;912;304;POG024070;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667542;PSPA7_2376;CDS;2421085;2421942;-;;;DNA adenine methyltransferase;;;WP_012075303.1;858;286;POG024071;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667544;PSPA7_2377;CDS;2422083;2423828;-;;;hypothetical protein;;;WP_012075304.1;1746;582;POG024072;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667546;PSPA7_2378;CDS;2423832;2424596;-;;;putative DNA segregation ATPase FtsK/SpoIIIE;;;WP_012075305.1;765;255;POG024073;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667548;PSPA7_2379;CDS;2424608;2424808;-;;;hypothetical protein;;;WP_003116739.1;201;67;POG013787;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667550;PSPA7_2380;CDS;2424815;2425609;-;;;hypothetical protein;;;WP_012075306.1;795;265;POG013788;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667552;PSPA7_2381;CDS;2425606;2426157;-;;;hypothetical protein;;;YP_001347748.1;552;184;POG024074;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667554;PSPA7_2382;CDS;2426106;2426909;-;;;hypothetical protein;;;WP_012075308.1;804;268;POG013790;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667556;PSPA7_2383;CDS;2426917;2427054;-;;;hypothetical protein;;;WP_003116743.1;138;46;POG013791;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667558;PSPA7_2384;CDS;2427371;2427550;-;;;hypothetical protein;;;WP_012075309.1;180;60;POG013792;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667560;PSPA7_2385;CDS;2427547;2427768;-;;;hypothetical protein;;;WP_003099037.1;222;74;POG013793;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667562;PSPA7_2386;CDS;2427752;2427904;-;;;hypothetical protein;;;YP_001347753.1;153;51;POG013794;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667564;PSPA7_2387;CDS;2428399;2428770;-;;;regulatory protein;;;WP_012075311.1;372;124;POG013795;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667566;PSPA7_2388;CDS;2428805;2429017;-;;;hypothetical protein;;;WP_012075312.1;213;71;POG013728;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667572;PSPA7_2391;CDS;2431450;2431623;+;;;hypothetical protein;;;YP_001347758.1;174;58;POG024076;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667574;PSPA7_2392;CDS;2432606;2432719;+;;;hypothetical protein;;;YP_001347759.1;114;38;POG024077;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667576;PSPA7_2393;CDS;2433250;2433900;-;;;NAD-dependent DNA ligase;;;WP_012075316.1;651;217;POG024078;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667578;PSPA7_2394;CDS;2434034;2434885;-;;;Cro/CI family transcriptional regulator;;;YP_001347761.1;852;284;POG015380;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667580;PSPA7_2395;CDS;2435234;2435806;+;;;hypothetical protein;;;WP_012075318.1;573;191;POG024079;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667582;PSPA7_2396;CDS;2435809;2436771;+;;;hypothetical protein;;;WP_012075319.1;963;321;POG024080;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667584;PSPA7_2397;CDS;2436899;2437312;+;;;hypothetical protein;;;WP_012075320.1;414;138;POG013799;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667586;PSPA7_2398;CDS;2437305;2437754;+;;;endodeoxyribonuclease RusA;;;WP_012075321.1;450;150;POG013800;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667588;PSPA7_2399;CDS;2437783;2438652;+;;;hypothetical protein;;;WP_012075322.1;870;290;POG016573;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667590;PSPA7_2400;CDS;2438754;2439449;-;;;hypothetical protein;;;WP_012075323.1;696;232;POG014239;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667592;PSPA7_2401;CDS;2439640;2439948;+;;;peptidase M48, Ste24p;;;WP_012075324.1;309;103;POG023682;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667594;PSPA7_2402;CDS;2439951;2440247;+;;;hypothetical protein;;;WP_012075325.1;297;99;POG023681;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667596;PSPA7_2403;CDS;2441018;2441617;+;;;terminase small subunit;;;WP_012075326.1;600;200;POG013803;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667598;PSPA7_2404;CDS;2441586;2442896;+;;;hypothetical protein;;;YP_001347771.1;1311;437;POG013804;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667600;PSPA7_2405;CDS;2442941;2444254;+;;;hypothetical protein;;;YP_001347772.1;1314;438;POG024081;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667602;PSPA7_2406;CDS;2444251;2445330;+;;;hypothetical protein;;;WP_012075329.1;1080;360;POG024082;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667604;PSPA7_2407;CDS;2445432;2446202;+;;;hypothetical protein;;;WP_012075330.1;771;257;POG024083;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667606;PSPA7_2408;CDS;2446212;2447183;+;;;hypothetical protein;;;WP_012075331.1;972;324;POG019396;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667608;PSPA7_2409;CDS;2447224;2447709;+;;;hypothetical protein;;;WP_012075332.1;486;162;POG024084;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667610;PSPA7_2410;CDS;2447693;2448157;+;;;hypothetical protein;;;WP_012075333.1;465;155;POG024085;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667612;PSPA7_2411;CDS;2448199;2448546;+;;;hypothetical protein;;;YP_001347778.1;348;116;POG024086;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667614;PSPA7_2412;CDS;2448550;2449224;+;;;hypothetical protein;;;WP_012075335.1;675;225;POG019392;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667616;PSPA7_2413;CDS;2449221;2449631;+;;;hypothetical protein;;;WP_012075336.1;411;137;POG024087;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667618;PSPA7_2414;CDS;2449699;2450352;+;;;phage tail protein;;;WP_012075337.1;654;218;POG019390;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667620;PSPA7_2415;CDS;2450362;2450742;+;;;hypothetical protein;;;WP_003103406.1;381;127;POG024088;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667622;PSPA7_2416;CDS;2450805;2451068;+;;;phage protein;;;WP_012075338.1;264;88;POG019388;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667624;PSPA7_2417;CDS;2451065;2454256;+;;;phage tail tape measure protein lambda;;;WP_012075339.1;3192;1064;POG013817;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667626;PSPA7_2418;CDS;2454262;2454600;+;;;phage minor tail protein;;;WP_012075340.1;339;113;POG013818;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667628;PSPA7_2419;CDS;2454597;2455346;+;;;phage minor tail protein L;;;WP_012075341.1;750;250;POG013819;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667630;PSPA7_2421;CDS;2455349;2456143;+;;;NlpC/P60 family protein;;;WP_012075342.1;795;265;POG013820;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667632;PSPA7_2420;CDS;2456122;2456250;-;;;hypothetical protein;;;YP_001347788.1;129;43;POG024089;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667634;PSPA7_2422;CDS;2456229;2456351;-;;;hypothetical protein;;;YP_001347789.1;123;41;POG024090;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667636;PSPA7_2423;CDS;2456958;2457104;+;;;hypothetical protein;;;YP_001347790.1;147;49;POG024091;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667638;PSPA7_2424;CDS;2457097;2458044;+;;;anti-repressor protein Ant;;;WP_012075346.1;948;316;POG024092;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667640;PSPA7_2425;CDS;2458593;2459258;+;;;bacteriophage lambda tail assembly I;;;YP_001347792.1;666;222;POG013821;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667642;PSPA7_2426;CDS;2459904;2463470;+;;;type III fibronectin;;;WP_012075348.1;3567;1189;POG013822;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667644;PSPA7_2427;CDS;2463467;2463751;+;;;hypothetical protein;;;WP_004349473.1;285;95;POG013823;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667646;PSPA7_2428;CDS;2465223;2465525;+;;;hypothetical protein;;;WP_012075349.1;303;101;POG014220;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667648;PSPA7_2429;CDS;2465522;2465749;+;;;hypothetical protein;;;WP_012075350.1;228;76;POG000628;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667650;PSPA7_2430;CDS;2465816;2466445;+;;;lytic enzyme;;;WP_012075351.1;630;210;POG013826;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667652;PSPA7_2431;CDS;2466442;2466810;+;;;hypothetical protein;;;WP_012075352.1;369;123;POG013828;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667654;PSPA7_2432;CDS;2466918;2467070;+;;;hypothetical protein;;;YP_001347799.1;153;51;POG024093;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667656;PSPA7_2434;CDS;2467106;2467369;+;;;hypothetical protein;;;WP_012075354.1;264;88;POG013829;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667658;PSPA7_2433;CDS;2467351;2468043;-;;;hypothetical protein;;;WP_012075355.1;693;231;POG015992;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667660;PSPA7_2435;CDS;2468084;2468596;-;;;hypothetical protein;;;WP_012075356.1;513;171;POG014451;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667662;PSPA7_2436;CDS;2469579;2469971;-;;;pirin;;;WP_012075357.1;393;131;POG018222;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667664;PSPA7_2437;CDS;2470332;2471372;+;;;putative lipoprotein;;;WP_003152617.1;1041;347;POG002776;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667666;PSPA7_2438;CDS;2471447;2472043;+;;;hypothetical protein;;;WP_003152619.1;597;199;POG002777;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667668;PSPA7_2439;CDS;2472097;2472318;+;;;hypothetical protein;;;YP_001347806.1;222;74;POG002778;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667670;PSPA7_2440;CDS;2472455;2472838;-;;;hypothetical protein;;;WP_003152623.1;384;128;POG002779;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667672;PSPA7_2441;CDS;2472960;2473091;-;;;hypothetical protein;;;YP_001347808.1;132;44;POG024094;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667674;PSPA7_2442;CDS;2473518;2474597;-;;;hypothetical protein;;;WP_012075360.1;1080;360;POG002780;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667676;PSPA7_2443;CDS;2474845;2476440;+;;;putative chemotaxis transducer;;;WP_012075361.1;1596;532;POG002781;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667678;PSPA7_2444;CDS;2476469;2477698;-;cpg2;;glutamate carboxypeptidase;;;YP_001347811.1;1230;410;POG002782;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667680;PSPA7_2445;CDS;2477840;2477980;-;;;hypothetical protein;;;YP_001347812.1;141;47;POG024095;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667682;PSPA7_2446;CDS;2478080;2479879;-;;;hypothetical protein;;;WP_012075364.1;1800;600;POG002786;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667684;PSPA7_2447;CDS;2479956;2480615;-;;;hypothetical protein;;;WP_012075365.1;660;220;POG002787;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667686;PSPA7_2448;CDS;2480793;2481692;-;;;AraC family transcription regulator;;;WP_012075366.1;900;300;POG023545;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667688;PSPA7_2449;CDS;2481745;2482401;+;;;tryptophan repressor binding protein;;;YP_001347816.1;657;219;POG014838;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667690;PSPA7_2450;CDS;2482454;2483227;+;;;3-alpha-hydroxysteroid dehydrogenase;;;WP_003157650.1;774;258;POG018122;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667692;PSPA7_2451;CDS;2483238;2483579;-;;;hypothetical protein;;;WP_003157651.1;342;114;POG002788;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667694;PSPA7_2452;CDS;2483576;2483956;-;;;hypothetical protein;;;YP_001347819.1;381;127;POG002789;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667696;PSPA7_2453;CDS;2484328;2484726;+;;;hypothetical protein;;;WP_012075369.1;399;133;POG002790;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667698;PSPA7_2454;CDS;2484711;2485691;+;;;hypothetical protein;;;WP_012075370.1;981;327;POG002791;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667700;PSPA7_2455;CDS;2485770;2486723;+;;;formate/nitrate transporter;;;WP_012075371.1;954;318;POG002792;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667702;PSPA7_2456;CDS;2486775;2488058;-;;;hypothetical protein;;;WP_012075372.1;1284;428;POG002793;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667706;PSPA7_2458;CDS;2488426;2489112;-;;;alginate lyase;;;WP_012075373.1;687;229;POG016499;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667708;PSPA7_2459;CDS;2489235;2489756;+;;;hypothetical protein;;;WP_012075374.1;522;174;POG002796;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667710;PSPA7_2460;CDS;2489863;2490033;-;;;hypothetical protein;;;WP_003153009.1;171;57;POG014692;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667712;PSPA7_2461;CDS;2490140;2490601;+;;;N-acetyltransferase GCN5;;;YP_001347827.1;462;154;POG014691;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667714;PSPA7_2462;CDS;2490666;2490875;+;;;hypothetical protein;;;WP_003153005.1;210;70;POG005130;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667716;PSPA7_2463;CDS;2490883;2491908;-;;;hypothetical protein;;;WP_003153004.1;1026;342;POG005129;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667718;PSPA7_2464;CDS;2492231;2492497;+;;;hypothetical protein;;;YP_001347830.1;267;89;POG014690;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667720;PSPA7_2465;CDS;2492576;2493355;+;;;hypothetical protein;;;WP_012075376.1;780;260;POG001300;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667722;PSPA7_2466;CDS;2493372;2493782;+;;;hypothetical protein;;;WP_003152997.1;411;137;POG002800;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1667724;PSPA7_2467;CDS;2494004;2494156;+;;;hypothetical protein;;;YP_001347833.1;153;51;POG014852;0;;;;;
